owner,name,dependencies,description,latestCommit,githubLink,websiteLink,reputation,activity,popularity,languages,commitCount,totalStars,recentContributors
json5,json5,no status,JSON5 — JSON for Humans,10/25/2024,https://github.com/json5/json5,http://json5.org/,9,0%,10,JavaScript,1,6754,jsoref
patrickjuchli,basic-ftp,no status,"FTP client for Node.js, supports FTPS over TLS, passive mode over IPv6, async/await, and Typescript.",4/27/2024,https://github.com/patrickjuchli/basic-ftp,,8,0%,10,"JavaScript, TypeScript",2,684,patrickjuchli
syntax-tree,mdast-util-to-string,no status,utility to get the plain text content of an mdast node,4/30/2024,https://github.com/syntax-tree/mdast-util-to-string,https://unifiedjs.com,10,0%,4,JavaScript,1,40,wooorm
webreflection,html-escaper,no status,A module to escape/unescape common problematic entities done the right way.,no commits,https://github.com/webreflection/html-escaper,,11,0%,10,JavaScript,0,107,
herumi,mcl-wasm,no status,,12/22/2024,https://github.com/herumi/mcl-wasm,,9,0%,6,"JavaScript, HTML, Makefile, TypeScript, C++",8,60,herumi
peculiarventures,pvutils,no status,pvutils is a set of common utility functions used in various Peculiar Ventures Javascript based projects.,no commits,https://github.com/peculiarventures/pvutils,,7,0%,1,"JavaScript, TypeScript",0,7,
syntax-tree,mdast-util-to-hast,no status,utility to transform mdast to hast,6/7/2024,https://github.com/syntax-tree/mdast-util-to-hast,https://unifiedjs.com,10,0%,10,JavaScript,1,105,wooorm
micromatch,anymatch,no status,":bangbang: Matches strings against configurable strings, globs, regular expressions, and/or functions",no commits,https://github.com/micromatch/anymatch,,11,0%,10,JavaScript,0,389,
wooorm,web-namespaces,no status,Map of web namespaces,no commits,https://github.com/wooorm/web-namespaces,,12,0%,1,JavaScript,0,6,
stefanpenner,get-caller-file,no status,,no commits,https://github.com/stefanpenner/get-caller-file,,2,0%,4,"JavaScript, TypeScript",0,37,
webdriverio,query-selector-shadow-dom,no status,"querySelector that can pierce Shadow DOM roots without knowing the path through nested shadow roots. Useful for automated testing of Web Components. Production use is not advised, this is for test environments/tools such as Web Driver, Playwright, Puppeteer",3/26/2024,https://github.com/webdriverio/query-selector-shadow-dom,,7,0%,10,"JavaScript, HTML",1,252,christian-bromann
fb55,nth-check,no status,Parses and compiles CSS nth-checks to highly optimized functions.,7/16/2024,https://github.com/fb55/nth-check,,0,0%,6,TypeScript,1,57,fb55
ampproject,remapping,no status,Remap sequential sourcemaps through transformations to point at the original source code,no commits,https://github.com/ampproject/remapping,,6,0%,10,"JavaScript, TypeScript, Shell",0,117,
mafintosh,generate-object-property,no status,Generate safe JS code that can used to reference a object property,9/3/2024,https://github.com/mafintosh/generate-object-property,,8,0%,3,JavaScript,2,25,mafintosh
browserify,events,no status,Node's event emitter for all engines.,no commits,https://github.com/browserify/events,,10,0%,10,JavaScript,0,1392,
jonschlinkert,fill-range,no status,"Fill in a range of numbers or letters, positive or negative, optionally passing an increment or multiplier to use.",5/21/2024,https://github.com/jonschlinkert/fill-range,,7,0%,6,JavaScript,1,57,jonschlinkert
level,memory-level,no status,,no commits,https://github.com/level/memory-level,,0,0%,0,,,,
npm,npm-bundled,no status,"Run this in a node package, and it'll tell you which things in node_modules are bundledDependencies, or transitive dependencies of bundled dependencies.",9/24/2024,https://github.com/npm/npm-bundled,,9,0%,1,JavaScript,7,8,"hashtagchris, lukekarrys, 10xlacroixdrinker"
tootallnate,once,no status,Creates a Promise that waits for a single event,no commits,https://github.com/tootallnate/once,,9,0%,3,TypeScript,0,24,
mysticatea,event-target-shim,no status,"An implementation of WHATWG EventTarget interface, plus few extensions.",no commits,https://github.com/mysticatea/event-target-shim,,3,0%,10,"JavaScript, TypeScript",0,123,
immerjs,immer,no status,Create the next immutable state by mutating the current one,9/19/2024,https://github.com/immerjs/immer,https://immerjs.github.io/immer/,10,0%,10,"JavaScript, TypeScript, HTML, CSS, MDX",5,28118,"mweststrate, jodozt, frwdrik, andrejlamov, andarist, puxiao, arthur-milchior, ahmedelgabri, muhammadmukhtarsuleiman, alissalkvc"
chainsafe,bls-keygen,no status,Key management for BLS curves written in TypeScript and browser compatible,no commits,https://github.com/chainsafe/bls-keygen,,5,0%,2,"JavaScript, TypeScript",0,19,
sindresorhus,copy-text-to-clipboard,no status,Copy text to the clipboard in modern browsers (0.2 kB),no commits,https://github.com/sindresorhus/copy-text-to-clipboard,,13,0%,10,"JavaScript, HTML, TypeScript",0,1032,
algolia,events,no status,Node's event emitter for all engines.,no commits,https://github.com/algolia/events,,7,0%,0,"JavaScript, TypeScript",0,0,
npm,ignore-walk,no status,Nested/recursive `.gitignore`/`.npmignore` parsing and filtering.,9/3/2024,https://github.com/npm/ignore-walk,,9,0%,6,"JavaScript, Handlebars",5,58,"hashtagchris, lukekarrys"
isaacs,minipass-collect,no status,A Minipass stream that collects all the data into a single chunk,no commits,https://github.com/isaacs/minipass-collect,,11,0%,1,JavaScript,0,2,
inspect-js,typed-array-length,no status,Robustly get the length of a Typed Array.,12/17/2024,https://github.com/inspect-js/typed-array-length,,13,0%,1,JavaScript,5,8,ljharb
stream-utils,raw-body,no status,Get and validate the raw body of a readable stream,7/25/2024,https://github.com/stream-utils/raw-body,,10,0%,10,JavaScript,2,387,dougwilson
npm,are-we-there-yet,no status,Track complex hiearchies of asynchronous task completion statuses.,5/3/2024,https://github.com/npm/are-we-there-yet,,9,0%,10,JavaScript,2,177,lukekarrys
sindresorhus,os-tmpdir,no status,[DEPRECATED] Node.js os.tmpdir() ponyfill,no commits,https://github.com/sindresorhus/os-tmpdir,,13,0%,4,JavaScript,0,35,
vweevers,module-error,no status,Create errors with code and cause properties.,no commits,https://github.com/vweevers/module-error,,6,0%,1,JavaScript,0,6,
mbostock,internmap,no status,Map and Set with automatic key interning,no commits,https://github.com/mbostock/internmap,,12,0%,4,JavaScript,0,37,
jfromaniello,selfsigned,no status,Generate self-signed certificates from node.js,no commits,https://github.com/jfromaniello/selfsigned,,8,0%,10,JavaScript,0,243,
wooorm,zwitch,no status,Handle values based on a property,no commits,https://github.com/wooorm/zwitch,,12,0%,2,"JavaScript, TypeScript",0,16,
d3,d3-zoom,no status,"Pan and zoom SVG, HTML or Canvas using mouse or touch input.",no commits,https://github.com/d3/d3-zoom,https://d3js.org/d3-zoom,12,0%,10,JavaScript,0,516,
rich-harris,magic-string,no status,Manipulate strings like a wizard,12/16/2024,https://github.com/rich-harris/magic-string,,12,0%,10,"JavaScript, HTML",14,2465,"fisker, antfu, timfish, timzhang2090, btea, bluwy, zhiyuanzmj, mysteryven, sapphi-red, denisx, dummdidumm"
pinojs,pino-std-serializers,no status,🌲 A list of standard object serializers for the Pino logger,10/19/2024,https://github.com/pinojs/pino-std-serializers,,8,0%,7,"JavaScript, TypeScript",3,61,"fdawgs, mcollina, codershiba"
feross,run-parallel,no status,Run an array of functions in parallel,no commits,https://github.com/feross/run-parallel,,7,0%,10,JavaScript,0,383,
npm,npmlog,no status,The logger that npm uses,5/3/2024,https://github.com/npm/npmlog,,9,0%,10,JavaScript,2,436,lukekarrys
streamich,fs-monkey,no status,Monkey-patches for file system related things,5/11/2024,https://github.com/streamich/fs-monkey,,8,0%,10,JavaScript,2,114,"donatj, streamich, semantic-release-bot"
ljharb,es-errors,no status,A simple cache for a few of the JS Error constructors.,3/9/2024,https://github.com/ljharb/es-errors,,13,0%,1,JavaScript,1,9,ljharb
feross,buffer,no status,"The buffer module from node.js, for the browser.",3/2/2024,https://github.com/feross/buffer,,8,0%,10,"JavaScript, HTML, Shell",1,1829,chjj
fb55,domelementtype,no status,all the types of nodes in htmlparser2's dom,12/23/2024,https://github.com/fb55/domelementtype,,0,0%,3,TypeScript,1,28,fb55
syntax-tree,mdast-util-find-and-replace,no status,mdast utility to find and replace text in a tree,1/3/2025,https://github.com/syntax-tree/mdast-util-find-and-replace,https://unifiedjs.com,10,0%,2,JavaScript,1,11,wooorm
anodynos,upath,no status,"A proxy to `path`, replacing `\` with `/` for all results & methods to add, change, default, trim file extensions.",no commits,https://github.com/anodynos/upath,,0,0%,10,CoffeeScript,0,152,
sindresorhus,env-paths,no status,"Get paths for storing things like data, config, cache, etc",no commits,https://github.com/sindresorhus/env-paths,,13,0%,10,"JavaScript, TypeScript",0,383,
rogerc,file-stream-rotator,no status,NodeJS file stream rotator,5/25/2024,https://github.com/rogerc/file-stream-rotator,,8,0%,10,"JavaScript, TypeScript",2,145,"apollon77, rogerc"
knownasilya,cli-width,no status,Fallback to a default if `process.stdout.getWindowSize` doesn't exist,no commits,https://github.com/knownasilya/cli-width,,9,0%,3,JavaScript,0,24,
sindresorhus,write-package,no status,Write a package.json file,7/26/2024,https://github.com/sindresorhus/write-package,,13,0%,9,"JavaScript, TypeScript",1,89,sindresorhus
gr2m,universal-user-agent,no status,Get a user agent string in both browser and node,11/8/2024,https://github.com/gr2m/universal-user-agent,,3,0%,2,"TypeScript, JavaScript",1,20,dsanders11
browserify,browserify-zlib,no status,Full zlib module for browserify,no commits,https://github.com/browserify/browserify-zlib,,10,0%,6,JavaScript,0,58,
rvagg,through2,no status,Tiny wrapper around Node streams2 Transform to avoid explicit subclassing noise,no commits,https://github.com/rvagg/through2,,8,0%,10,JavaScript,0,1901,
mde,filelist,no status,"Lazy-evaluating list of files, based on globs or regex patterns",no commits,https://github.com/mde/filelist,,9,0%,1,JavaScript,0,7,
facebook,regenerator,no status,Source transformer enabling ECMAScript 6 generator functions in JavaScript-of-today.,no commits,https://github.com/facebook/regenerator,http://facebook.github.io/regenerator/,9,0%,10,"JavaScript, HTML, Shell",0,3837,
css-modules,postcss-modules-values,no status,Pass arbitrary constants between your module files,no commits,https://github.com/css-modules/postcss-modules-values,,9,0%,4,JavaScript,0,39,
postcss,autoprefixer,no status, Parse CSS and add vendor prefixes to rules by Can I Use,8/2/2024,https://github.com/postcss/autoprefixer,https://twitter.com/autoprefixer,8,0%,10,"JavaScript, CSS",3,21822,ai
indutny,des.js,no status,,no commits,https://github.com/indutny/des.js,,0,0%,0,,,,
chainsafe,blst-ts,no status,"Typescript wrapper for https://github.com/supranational/blst native bindings, a highly performant BLS12-381 signature library",10/29/2024,https://github.com/chainsafe/blst-ts,,5,0%,2,"TypeScript, JavaScript, Rust",23,16,"matthewkeil, wemeetagain, jeluard"
yahoo,serialize-javascript,no status,Serialize JavaScript to a superset of JSON that includes regular expressions and functions.,11/25/2024,https://github.com/yahoo/serialize-javascript,,7,0%,10,JavaScript,1,2841,okuryu
jshttp,compressible,no status,Compressible Content-Type / mime checking.,4/9/2024,https://github.com/jshttp/compressible,,9,0%,10,JavaScript,1,99,carpasse
leonidas-from-xiv,node-xml2js,no status,XML to JavaScript object converter.,no commits,https://github.com/leonidas-from-xiv/node-xml2js,,7,0%,10,CoffeeScript,0,4915,
sindresorhus,has-yarn,no status,Check if a project is using Yarn,no commits,https://github.com/sindresorhus/has-yarn,,13,0%,10,"JavaScript, TypeScript",0,98,
winstonjs,triple-beam,no status,Definitions of levels for logging purposes & shareable Symbol constants.,no commits,https://github.com/winstonjs/triple-beam,,8,0%,3,JavaScript,0,26,
dawsbot,config-chain,no status,Handle configuration once and for all,no commits,https://github.com/dawsbot/config-chain,,10,0%,10,JavaScript,0,103,
istanbuljs,test-exclude,no status,test for inclusion or exclusion of paths using globs,6/10/2024,https://github.com/istanbuljs/test-exclude,,10,0%,1,JavaScript,2,8,bcoe
no2chem,bigint-buffer,no status,💪🔢 bigint-buffer: Buffer Utilities for TC39 BigInt Proposal,no commits,https://github.com/no2chem/bigint-buffer,,0,0%,6,"Python, JavaScript, C, TypeScript",0,54,
tehshrike,deepmerge,no status,A library for deep (recursive) merging of Javascript objects,no commits,https://github.com/tehshrike/deepmerge,,3,0%,10,"JavaScript, TypeScript",0,2779,
xtuc,webassemblyjs,no status,Toolchain for WebAssembly,11/11/2024,https://github.com/xtuc/webassemblyjs,https://webassembly.js.org,7,0%,10,"JavaScript, Makefile, WebAssembly, CSS, Shell",3,797,xtuc
npm,abbrev-js,no status,Like ruby's Abbrev module,9/24/2024,https://github.com/npm/abbrev-js,,9,0%,10,JavaScript,5,166,"hashtagchris, reggi, lukekarrys"
syntax-tree,mdast-util-gfm-table,no status,mdast extension to parse and serialize GFM tables,no commits,https://github.com/syntax-tree/mdast-util-gfm-table,https://unifiedjs.com,10,0%,2,JavaScript,0,13,
ljharb,set-function-name,no status,Set a function's name property,3/9/2024,https://github.com/ljharb/set-function-name,,12,0%,1,JavaScript,1,4,ljharb
bitcoinjs,bech32,no status,Bech32 encoding / decoding,6/5/2024,https://github.com/bitcoinjs/bech32,,9,0%,10,TypeScript,6,112,"junderw, nesopie"
jacobheun,any-signal,no status,Combines an array of AbortSignals into a single signal that is aborted when any signal is,no commits,https://github.com/jacobheun/any-signal,,0,0%,2,TypeScript,0,14,
multiformats,js-mafmt,no status,javascript multiaddr validation,3/21/2024,https://github.com/multiformats/js-mafmt,,8,0%,2,"JavaScript, TypeScript",1,15,web3-bot
isaacs,sax-js,no status,A sax style parser for JS,5/27/2024,https://github.com/isaacs/sax-js,,11,0%,10,JavaScript,1,1103,"sethfalco, isaacs"
fb55,css-select,no status,a CSS selector compiler & engine,7/31/2024,https://github.com/fb55/css-select,http://feedic.com/css-select/,10,0%,10,TypeScript,1,560,fb55
achingbrain,it,no status,A collection of utilities for making working with iterables more bearable,1/10/2025,https://github.com/achingbrain/it,,8,0%,10,"TypeScript, JavaScript",10,269,"semantic-release-bot, achingbrain"
stevenvachon,relateurl,no status,Create a relative URL with options to minify.,no commits,https://github.com/stevenvachon/relateurl,,1,0%,6,JavaScript,0,56,
juliangruber,isarray,no status,Array#isArray for older browsers.,8/2/2024,https://github.com/juliangruber/isarray,,12,0%,10,"JavaScript, Makefile",1,133,juliangruber
toyobayashi,wasm-util,no status,,5/7/2024,https://github.com/toyobayashi/wasm-util,,6,0%,4,"JavaScript, TypeScript, CMake, Batchfile, HTML",3,31,toyobayashi
inspect-js,is-core-module,no status,Is this specifier a node.js core module?,12/21/2024,https://github.com/inspect-js/is-core-module,,13,0%,3,JavaScript,8,24,ljharb
css-modules,postcss-modules-local-by-default,no status,PostCSS plugin for css modules to local-scope classes and ids,12/11/2024,https://github.com/css-modules/postcss-modules-local-by-default,,9,0%,3,JavaScript,7,28,"alexander-akait, jantimon"
sindresorhus,camelcase-keys,no status,Convert object keys to camel case,no commits,https://github.com/sindresorhus/camelcase-keys,,13,0%,10,"JavaScript, TypeScript",0,703,
es-shims,is-nan,no status,ES6-compliant shim for Number.isNaN - the global isNaN returns false positives.,no commits,https://github.com/es-shims/is-nan,https://262.ecma-international.org/6.0/#sec-number.isnan,13,0%,2,JavaScript,0,12,
stream-utils,destroy,no status,destroy a stream if possible,no commits,https://github.com/stream-utils/destroy,,10,0%,6,JavaScript,0,56,
fb55,boolbase,no status,"two functions: one that returns true, one that returns false",8/3/2024,https://github.com/fb55/boolbase,,0,0%,2,JavaScript,1,20,dazhang88
sindresorhus,unique-string,no status,Generate a unique random string,no commits,https://github.com/sindresorhus/unique-string,,13,0%,9,"JavaScript, TypeScript",0,85,
reworkcss,css-value,no status,CSS property value parser,10/18/2024,https://github.com/reworkcss/css-value,,9,0%,5,"JavaScript, Makefile",1,42,slexaxton
vweevers,catering,no status,Simple utility to allow your module to be consumed with a callback or promise.,no commits,https://github.com/vweevers/catering,,6,0%,1,JavaScript,0,4,
webpack,watchpack,no status,Wrapper library for directory and file watching.,11/20/2024,https://github.com/webpack/watchpack,,8,0%,10,JavaScript,4,381,alexander-akait
sindresorhus,strip-bom,no status,Strip UTF-8 byte order mark (BOM) from a string,no commits,https://github.com/sindresorhus/strip-bom,,13,0%,10,"JavaScript, TypeScript",0,111,
sindresorhus,cli-spinners,no status,Spinners for use in the terminal,9/7/2024,https://github.com/sindresorhus/cli-spinners,,13,0%,10,JavaScript,3,2474,"sindresorhus, jeeukko, adamshack"
koichik,node-tunnel,no status,Node HTTP/HTTPS Agents for tunneling proxies,no commits,https://github.com/koichik/node-tunnel,,0,0%,10,"JavaScript, Makefile",0,537,
cheeriojs,cheerio-select,no status,"CSS selector engine supporting jQuery selectors, based on css-select",no commits,https://github.com/cheeriojs/cheerio-select,,3,0%,3,TypeScript,0,21,
fastify,process-warning,no status,A small utility for creating warnings and emitting them,6/19/2024,https://github.com/fastify/process-warning,https://npmjs.com/package/process-warning,8,0%,4,"JavaScript, TypeScript",1,37,jsumners
ajv-validator,ajv-formats,no status,JSON Schema format validation for Ajv v8+,4/5/2024,https://github.com/ajv-validator/ajv-formats,https://ajv.js.org,10,0%,10,"TypeScript, JavaScript",2,196,"lmammino, jasoniangreen, giuliowaitforitdavide, tschmidtb51"
jshttp,on-headers,no status,Execute a listener when a response is about to write headers.,5/14/2024,https://github.com/jshttp/on-headers,,9,0%,10,JavaScript,3,156,carpasse
wooorm,character-reference-invalid,no status,"Map of invalid numeric character references to their replacements, according to HTML",no commits,https://github.com/wooorm/character-reference-invalid,,12,0%,1,JavaScript,0,5,
cheton,is-electron,no status,Detect if running in Electron.,no commits,https://github.com/cheton/is-electron,,9,0%,10,JavaScript,0,104,
alanshaw,it-pair,no status,"a pair of {source, sink} streams that are internally connected (what goes into the sink comes out the source)",no commits,https://github.com/alanshaw/it-pair,,8,0%,1,TypeScript,0,5,
sindresorhus,p-map,no status,Map over promises concurrently,12/5/2024,https://github.com/sindresorhus/p-map,,13,0%,10,"JavaScript, TypeScript",2,1406,"sindresorhus, liuhanqu, noamokman"
mafintosh,napi-macros,no status,Set of utility macros to make writing N-API modules a little easier.,no commits,https://github.com/mafintosh/napi-macros,,7,0%,7,"Python, JavaScript, C",0,65,
syntax-tree,unist-util-visit-parents,no status,"utility to recursively walk over unist nodes, with ancestral information",4/30/2024,https://github.com/syntax-tree/unist-util-visit-parents,https://unifiedjs.com,10,0%,8,"JavaScript, TypeScript",1,71,wooorm
tbo47,dagre-es,no status,The dagrejs library exported as ES modules.,10/4/2024,https://github.com/tbo47/dagre-es,,11,0%,4,"JavaScript, Shell",6,35,"tbo47, aloisklink"
sindresorhus,skin-tone,no status,Change the skin tone of an emoji,no commits,https://github.com/sindresorhus/skin-tone,,13,0%,6,"JavaScript, TypeScript",0,58,
npm,hosted-git-info,no status,"Provides metadata and conversions from repository urls for Github, Bitbucket and Gitlab",11/21/2024,https://github.com/npm/hosted-git-info,,9,0%,10,JavaScript,7,219,"hashtagchris, wraithgar, lukekarrys"
holepunchto,bare-events,no status,Event emitters for JavaScript,1/10/2025,https://github.com/holepunchto/bare-events,,7,0%,1,JavaScript,10,7,"kasperisager, yassernasc, mafintosh"
inspect-js,is-string,no status,"Is this value a JS String object or primitive? This module works cross-realm/iframe, and despite ES6 @@toStringTag.",12/16/2024,https://github.com/inspect-js/is-string,,13,0%,3,JavaScript,3,21,ljharb
mathiasbynens,unicode-property-aliases-ecmascript,no status,Unicode property alias mappings in JavaScript format for property names that are supported in ECMAScript RegExp property escapes.,no commits,https://github.com/mathiasbynens/unicode-property-aliases-ecmascript,,6,0%,1,JavaScript,0,6,
npm,read-package-json-fast,no status,"Like read-package-json, but faster",9/24/2024,https://github.com/npm/read-package-json-fast,,9,0%,5,JavaScript,5,48,"hashtagchris, reggi, lukekarrys"
jhiesey,to-arraybuffer,no status,Get an ArrayBuffer from a Buffer as fast as possible,no commits,https://github.com/jhiesey/to-arraybuffer,,5,0%,2,JavaScript,0,20,
iarna,wide-align,no status,,no commits,https://github.com/iarna/wide-align,,2,0%,2,JavaScript,0,20,
formidablelabs,prism-react-renderer,no status,🖌️ Renders highlighted Prism output to React (+ theming & vendored Prism),1/2/2025,https://github.com/formidablelabs/prism-react-renderer,,8,0%,10,"HTML, TypeScript, CSS",7,1912,"slorber, carbonrobot, nlkluth, acharyakavita"
d3,d3-delaunay,no status,Compute the Voronoi diagram of a set of two-dimensional points.,7/14/2024,https://github.com/d3/d3-delaunay,https://d3js.org/d3-delaunay,11,0%,10,JavaScript,2,622,"fil, akassaei"
jonschlinkert,gray-matter,no status,"Smarter YAML front matter parser, used by metalsmith, Gatsby, Netlify, Assemble, mapbox-gl, phenomic, vuejs vitepress, TinaCMS, Shopify Polaris, Ant Design, Astro,  hashicorp, garden, slidev, saber, sourcegraph, and many others. Simple to use, and battle tested. Parses YAML by default but can also parse JSON Front Matter, Coffee Front Matter, TOML Front Matter, and has support for custom parsers. Please follow gray-matter's author: https://github.com/jonschlinkert",no commits,https://github.com/jonschlinkert/gray-matter,https://github.com/jonschlinkert,7,0%,10,JavaScript,0,4063,
wooorm,character-entities-html4,no status,Map of named character references from HTML 4,no commits,https://github.com/wooorm/character-entities-html4,,12,0%,1,JavaScript,0,4,
cytoscape,cytoscape.js-cose-bilkent,no status,The CoSE layout for Cytoscape.js by Bilkent with enhanced compound node placement.,no commits,https://github.com/cytoscape/cytoscape.js-cose-bilkent,,6,0%,10,"JavaScript, HTML",0,128,
es-shims,regexp.prototype.flags,no status,ES6 spec-compliant RegExp.prototype.flags shim,1/3/2025,https://github.com/es-shims/regexp.prototype.flags,https://tc39.es/ecma262/#sec-get-regexp.prototype.flags,13,0%,1,JavaScript,5,8,ljharb
loganfsmyth,gensync,no status,Allows users to use generators in order to write common functions that can be both sync or async.,no commits,https://github.com/loganfsmyth/gensync,https://www.npmjs.com/package/gensync,0,0%,8,JavaScript,0,80,
cosmiconfig,cosmiconfig,no status,"Find and load configuration from a package.json property, rc file, TypeScript module, and more!",no commits,https://github.com/cosmiconfig/cosmiconfig,,5,0%,10,"JavaScript, TypeScript, Shell",0,3999,
sindresorhus,to-fast-properties,no status,Force V8 to use fast properties for an object,no commits,https://github.com/sindresorhus/to-fast-properties,,11,0%,10,"JavaScript, TypeScript",0,238,
nodejs,readable-stream,no status,Node-core streams for userland,1/7/2025,https://github.com/nodejs/readable-stream,https://nodejs.org/api/stream.html,10,0%,10,"JavaScript, HTML, Shell",5,1035,"mman, natebuckareff, mcollina, mattiasbuelens, jeswr"
sindresorhus,is-observable,no status,Check if a value is an Observable,no commits,https://github.com/sindresorhus/is-observable,,13,0%,4,JavaScript,0,40,
wooorm,import-meta-resolve,no status,,no commits,https://github.com/wooorm/import-meta-resolve,,0,0%,0,,,,
inspect-js,which-boxed-primitive,no status,Which kind of boxed JS primitive is this?,12/16/2024,https://github.com/inspect-js/which-boxed-primitive,,13,0%,1,JavaScript,3,7,ljharb
sindresorhus,sort-keys,no status,Sort the keys of an object,9/6/2024,https://github.com/sindresorhus/sort-keys,,13,0%,10,"JavaScript, TypeScript",1,101,"sindresorhus, kenrick95"
inspect-js,has-bigints,no status,Determine if the JS environment has BigInt support.,12/18/2024,https://github.com/inspect-js/has-bigints,,13,0%,1,JavaScript,1,8,ljharb
baruchvlz,resq,no status,React Element Selector Query (RESQ) - Query React components and children by component name or HTML selector,no commits,https://github.com/baruchvlz/resq,,9,0%,10,JavaScript,0,178,
regular,unbzip2-stream,no status,streaming unbzip2 implementatio in pure javascript for node and browsers,no commits,https://github.com/regular/unbzip2-stream,,0,0%,3,JavaScript,0,29,
shadiabuhilal,rtl-detect,no status,This library will help you to detect if the intl is right-to-left language,no commits,https://github.com/shadiabuhilal/rtl-detect,https://www.npmjs.com/package/rtl-detect,1,0%,5,JavaScript,0,49,
omgovich,colord,no status,👑 A tiny yet powerful tool for high-performance color manipulations and conversions,no commits,https://github.com/omgovich/colord,https://colord.omgovich.ru,0,0%,10,"TypeScript, JavaScript",0,1725,
webpack,node-libs-browser,no status,[DEPRECATED] The node core libs for in browser usage.,no commits,https://github.com/webpack/node-libs-browser,,8,0%,10,JavaScript,0,450,
inspect-js,typed-array-byte-offset,no status,,no commits,https://github.com/inspect-js/typed-array-byte-offset,,0,0%,0,,,,
xtuc,acorn-import-attributes,no status,Support for import assertions in acorn,10/8/2024,https://github.com/xtuc/acorn-import-attributes,,8,0%,3,JavaScript,6,22,"xtuc, ahabhgk, alexandrenicol"
sindresorhus,is-docker,no status,Check if the process is running inside a Docker container,no commits,https://github.com/sindresorhus/is-docker,,13,0%,10,"JavaScript, TypeScript",0,220,
browserify,console-browserify,no status,Emulate console for all the browsers,3/4/2024,https://github.com/browserify/console-browserify,,10,0%,4,"JavaScript, HTML",1,34,raynos
syntax-tree,estree-util-build-jsx,no status,,no commits,https://github.com/syntax-tree/estree-util-build-jsx,,0,0%,0,,,,
yomguithereal,obliterator,no status,Higher order iterator library for JavaScript and TypeScript.,1/6/2025,https://github.com/yomguithereal/obliterator,,8,0%,6,"JavaScript, TypeScript",1,55,yomguithereal
unshiftio,requires-port,no status,Check if a protocol requires a certain port number to be added to an URL.,no commits,https://github.com/unshiftio/requires-port,,11,0%,2,JavaScript,0,11,
isaacs,node-mkdirp,no status,"Recursively mkdir, like `mkdir -p`, but in node.js",no commits,https://github.com/isaacs/node-mkdirp,,11,0%,10,"JavaScript, TypeScript, Shell",0,189,
moment,moment,no status,"Parse, validate, manipulate, and display dates in javascript.",no commits,https://github.com/moment/moment,momentjs.com,8,0%,10,"JavaScript, Shell, TypeScript",0,48077,
sindresorhus,is-npm,no status,Check if your code is running as an npm or yarn script,no commits,https://github.com/sindresorhus/is-npm,,13,0%,7,"JavaScript, TypeScript",0,64,
tarruda,has,no status,Object.prototype.hasOwnProperty,no commits,https://github.com/tarruda/has,,7,0%,6,JavaScript,0,60,
bushong1,split-ca,no status,"Simple module to split a single certificate authority chain file (bundle, ca-bundle, ca-chain, etc.) into an array, as expected by the node.js tls api",no commits,https://github.com/bushong1/split-ca,,0,0%,1,"Makefile, JavaScript",0,5,
andywer,observable-fns,no status,🕵️‍♀️ Light-weight observable implementation and functional utilities in TypeScript,no commits,https://github.com/andywer/observable-fns,,7,0%,5,"JavaScript, TypeScript",0,45,
jslicense,spdx-license-ids,no status,,no commits,https://github.com/jslicense/spdx-license-ids,,0,0%,0,,,,
open-draft,strict-event-emitter,no status,Type-safe EventEmitter for browser and Node.js.,8/6/2024,https://github.com/open-draft/strict-event-emitter,https://npm.im/strict-event-emitter,11,0%,7,"TypeScript, JavaScript",1,63,jwbth
indutny,asn1.js,no status,ASN.1 Decoder/Encoder/DSL,no commits,https://github.com/indutny/asn1.js,,2,0%,10,JavaScript,0,186,
browserify,browserify-des,no status,DES for browserify,no commits,https://github.com/browserify/browserify-des,,10,0%,1,JavaScript,0,10,
syntax-tree,mdast-util-phrasing,no status,utility to check if an mdast node is phrasing content,no commits,https://github.com/syntax-tree/mdast-util-phrasing,https://unifiedjs.com,10,0%,1,JavaScript,0,1,
browserify,commonjs-assert,no status,Node.js's require('assert') for all engines,no commits,https://github.com/browserify/commonjs-assert,,10,0%,10,JavaScript,0,301,
ariaminaei,pretty-error,no status,See node.js errors with less clutter,no commits,https://github.com/ariaminaei/pretty-error,,12,0%,10,"CoffeeScript, JavaScript",0,1521,
jpommerening,node-lazystream,no status,Create streams lazily when they are accessed (read from/written to).,no commits,https://github.com/jpommerening/node-lazystream,,0,0%,6,JavaScript,0,53,
themgoncalves,react-loadable-ssr-addon,no status,Server Side Render add-on for React Loadable. Load splitted chunks was never that easy.,no commits,https://github.com/themgoncalves/react-loadable-ssr-addon,https://themgoncalves.gitbook.io/react-loadable-ssr-aadon/,0,0%,7,JavaScript,0,69,
browserify,browser-resolve,no status,resolve function which support the browser field in package.json,no commits,https://github.com/browserify/browser-resolve,,10,0%,10,"JavaScript, CoffeeScript",0,102,
rhysd,remark-emoji,no status,Remark markdown transformer to replace :emoji: in text,7/18/2024,https://github.com/rhysd/remark-emoji,,11,0%,10,"JavaScript, TypeScript",7,133,rhysd
ngryman,reading-time,no status,:books: Medium's like reading time estimation.,no commits,https://github.com/ngryman/reading-time,https://ngryman.sh,10,0%,10,TypeScript,0,1389,
